"","charge","chemicalFormula"
"879",-2,"C4H2O6"
"880",0,"C5H10O5"
"881",-2,"C5H9O8P"
"882",0,"C5H8O5"
"883",0,"C5H8O5"
"884",0,"C5H12O5"
"885",0,"C5H10O5"
"886",0,"C7H8O"
"887",-1,"C8H5O3"
"888",0,"C9H11NO3"
"889",0,"C8H7NO"
"890",0,"C4H7NO3"
"891",0,"C2H6O2"
"892",-1,"C5H7O5"
"893",-1,"C5H7O5"
"894",-2,"C5H9O8P"
"895",0,"C9H13N5O3"
"896",0,"C9H15N5O3"
"897",-2,"C11H18NO12P"
"898",-1,"C13H20NO10"
"899",-1,"C13H20NO10"
"900",-1,"C13H20NO10"
"901",-1,"C13H20NO10"
"902",0,"C9H11N5O3"
"903",0,"C9H13N5O3"
"904",0,"C11H12N2O3"
"905",-1,"C7H6NO3"
"906",-3,"C4H6O8P"
"907",-3,"C7H10O10P"
"908",-4,"C7H12O13P2"
"909",0,"C19H28O2"
"910",0,"C19H26O2"
"911",0,"C19H28O2"
"912",0,"C19H26O3"
"913",0,"C21H30O3"
"914",0,"C7H14O7"
"915",-1,"C2H3OS"
"916",-3,"C10H13N5O13P3"
"917",-2,"C10H12N5O7P"
"918",0,"C10H13N5O4"
"919",-2,"C10H13N5O10P2"
"920",-1,"C7H6NO2"
"921",-1,"C6H6NO3S"
"922",-1,"C5H5N2O4"
"923",-1,"C5H3N2O4"
"924",-1,"C7H11O6"
"925",-1,"C7H9O6"
"926",-2,"C9H11N2O9P"
"927",0,"C9H12N2O5"
"928",-2,"C4H8N3O5P"
"929",0,"C4H7N3O"
"930",4,"C18H40N4O11"
"931",3,"C18H40N4O14P"
"932",5,"C18H42N5O10"
"933",4,"C20H43N5O11"
"934",-1,"C14H25N4O11P2"
"935",0,"C24H48N2O6PR"
"936",0,"C5H10O5"
"937",0,"C5H10O5"
"938",-2,"C5H9O8P"
"939",-1,"C6H9O7"
"940",0,"C5H10O5"
"941",0,"C8H9NO3"
"942",0,"C14H21NO8"
"943",3,"C7H22N3"
"944",2,"C3H12N2"
"945",2,"C9H23N3O"
"946",2,"C17H36N6O5S"
"947",0,"C7H15NO3"
"948",0,"C7H13NO3"
"949",1,"C7H17N2O2"
"950",0,"C7H15NO3"
"951",0,"C23H45NO4"
"952",0,"C7H13NO2"
"953",0,"C18H38NO5P"
"954",1,"C18H36NO2"
"955",1,"C24H48NO7"
"956",1,"C23H50N2O5P"
"957",-2,"O6S3"
"958",-1,"CNS"
"959",-2,"C6H6O5"
"960",-2,"C6H8O5"
"961",-4,"C26H38N7O19P3S"
"962",-3,"C7H7O7"
"963",-3,"C7H5O7"
"964",-2,"C6H5NO4"
"965",-1,"C6H10NO4"
"966",-1,"C13H22NO4S2"
"967",0,"C9H8O3"
"968",-4,"C30H38N7O19P3S"
"969",-4,"C31H40N7O19P3S"
"970",-1,"C9H7O4"
"971",1,"C13H19N2O3"
"972",-1,"C16H17O9"
"973",-3,"C15H11O10"
"974",-2,"C6H11O8P"
"975",-2,"C16H23N5O15P2"
"976",-1,"C10H8NO4"
"977",0,"C10H12N2O4"
"978",-1,"C6H12NO8S"
"979",-1,"C11H10NO3"
"980",-1,"C12H10NO3"
"981",-1,"C12H10NO3"
"982",0,"C10H9NO"
"983",-4,"C25H38N7O18P3S"
"984",-4,"C25H38N7O18P3S"
"985",-1,"C6H9O7"
"986",-3,"C6H8O10P"
"987",-2,"C6H8O8"
"988",-1,"C6H9O7"
"989",0,"C6H8O6"
"990",-1,"C6H10NO3"
"991",0,"C5H11N3O2"
"992",0,"C10H16N4O3"
"993",0,"C10H18O"
"994",0,"C10H18O"
"995",-2,"C10H18O7P2"
"996",0,"C10H16"
"997",0,"C10H16"
"998",0,"C10H16"
"999",-2,"C6H9O10P"
"1000",-1,"C3H9NO4P"
"1001",-1,"C4H7O3"
"1002",0,"C4H9NO2"
"1003",-1,"C6H13NO8P"
"1004",-2,"C20H34O7P2"
"1005",-2,"C20H40O7P2"
"1006",0,"C20H32"
"1007",-2,"C40H66O7P2"
"1008",-2,"C20H34O7P2"
"1009",-1,"C9H10NO6"
"1010",-1,"C9H10NO6"
"1011",-1,"C9H7O5"
"1012",1,"C8H12NO2"
"1013",-1,"C6H11O4"
"1014",-2,"C6H8O5"
"1015",-5,"C27H37N7O19P3S"
"1016",-2,"C8H14NO9P"
"1017",0,"C10H13N5O3"
"1018",-2,"C10H14N2O11P2"
"1019",-3,"C10H14N2O14P3"
"1020",-2,"C9H12N2O11P2"
"1021",-3,"C9H12N2O14P3"
"1022",0,"C5H4N4O3"
"1023",0,"C5H4N4O4"
"1024",0,"C17H28O"
"1025",0,"C23H38O6"
"1026",0,"C10H13N5O"
"1027",0,"C16H23N5O6"
"1028",0,"C15H21N5O5"
"1029",-1,"C20H27O2"
"1030",0,"C20H30O"
"1031",0,"C20H28O"
"1032",0,"C6H9N3O"
"1033",0,"C6H9NOS"
"1034",-1,"C5H12O8P"
"1035",-2,"C4H2N2O3"
"1036",-1,"C5H5N4O3"
"1037",0,"C10H12N4O6"
"1038",0,"C10H16N4O3"
"1039",-2,"C10H12N5O8P"
"1040",0,"C5H6N2O"
"1041",0,"C7H11N3O"
"1042",0,"C10H16N4O3"
"1043",1,"C6H12N3"
"1044",-1,"C15H9O7"
"1045",1,"CHO"
"1046",-1,"C14H9O8"
"1047",0,"C16H12O7"
"1048",0,"C21H20O12"
"1049",-1,"C15H9O10S"
"1050",0,"C15H12O7"
"1051",1,"C9H13N2O4"
"1052",0,"C4H4N2"
"1053",1,"C11H15N2"
"1054",0,"C10H20O"
"1055",0,"C10H18O"
"1056",0,"C10H20O2"
"1057",0,"C16H30O6"
"1058",-2,"C5H4NO5R"
"1059",0,"C10H10O3"
"1060",-1,"C10H9O4"
"1061",-1,"C17H19O9"
"1062",0,"C6H13NO2"
"1063",-1,"C6H9O3"
"1064",-1,"C6H8NO2"
"1065",0,"C21H30O2"
"1066",0,"C21H32O2"
"1067",0,"C21H32O2"
"1068",0,"C21H30O3"
"1069",0,"C21H32O2"
"1070",0,"C21H32O2"
"1071",-4,"C32H42N7O20P3S"
"1072",0,"C11H12O4"
"1073",-1,"C11H11O5"
"1074",3,"C21H42N7O12"
"1075",2,"C21H42N7O15P"
"1076",2,"C31H53N12O18P"
"1077",2,"C21H42N7O15P"
"1078",0,"C6H10O"
"1079",0,"C6H12O"
"1080",0,"C6H10O2"
"1081",-3,"C29H45N7O18P3S"
"1082",1,"C6H14N"
"1083",-2,"C19H17N7O6"
"1084",-1,"C14H13N6O3"
"1085",-2,"C20H19N7O7"
"1086",-2,"C5H4O4"
"1087",-3,"C6H3O6"
"1088",-3,"C6H10O7P"
"1089",0,"C6H10O4"
"1090",-1,"C9H9O2"
"1091",-1,"C9H7O3"
"1092",-4,"C30H38N7O17P3S"
"1093",0,"C15H18O7"
"1094",0,"C3H8O2"
"1095",-1,"C6H9O5"
"1096",-2,"C6H11O8P"
"1097",-2,"C6H11O8P"
"1098",-1,"C20H31O5"
"1099",-1,"C20H31O5"
"1100",-1,"C20H31O5"
"1101",-1,"C20H31O5"
"1102",-1,"C5H5O4"
"1103",0,"C5H9NO3"
"1104",0,"C5H11NO2"
"1105",-1,"C5H7O3"
"1106",-1,"C7H12NO3"
"1107",-2,"C6H6O7"
"1108",-1,"C5H6NO3"
"1109",-1,"C7H10NO4"
"1110",-1,"C5H5N2O4"
"1111",-1,"C6H9N2O4"
"1112",-2,"C20H22N8O6"
"1113",-2,"C7H7NO5"
"1114",1,"C4H11N2O2"
"1115",0,"C11H13NO6"
"1116",-2,"C20H21N7O7"
"1117",-3,"C15H26O10P3"
"1118",0,"C15H24"
"1119",0,"C15H24"
"1120",0,"C15H24"
"1121",-2,"C15H26O7P2"
"1122",0,"C15H24"
"1123",-3,"C6H5O7"
"1124",-3,"C6H5O7"
"1125",-2,"C16H24N2O16P2"
"1126",-2,"C16H24N2O16P2"
"1127",0,"C8H7NO2"
"1128",-2,"C11H12NO6P"
"1129",0,"C10H12N4O4"
"1130",0,"C5H4N4"
"1131",0,"C4H8O2"
"1132",0,"C4H6O2"
"1133",0,"C4H10O2"
"1134",-1,"C7H14O9P"
"1135",0,"C18H24O2"
"1136",0,"C18H22O2"
"1137",-1,"C18H21O5S"
"1138",0,"C19H24O3"
"1139",0,"C18H22O3"
"1140",0,"C18H22O3"
"1141",-1,"C24H29O8"
"1142",0,"C3H7NO2"
"1143",0,"C6H4O2"
"1144",0,"C36H60O2"
"1145",0,"C20H30O"
"1146",-2,"C9H12N3O8P"
"1147",0,"C27H44O6"
"1148",0,"C27H42O6"
"1149",0,"C43H74O7"
"1150",0,"C3H8O"
"1151",0,"C3H4N2"
"1152",0,"C6H9N3O2"
"1153",-1,"C10H9O5"
"1154",1,"C16H24NO5"
"1155",0,"C8H8O2"
"1156",1,"C9H14NO"
"1157",0,"C18H19NO4"
"1158",0,"C8H9NO"
"1159",0,"C12H17NO5"
"1160",-2,"C33H32N4O6"
"1161",0,"C9H17NO4"
"1162",0,"C7H15NO2"
"1163",1,"C6H16NO"
"1164",-2,"C5H6O4"
"1165",-4,"C26H36N7O19P3S"
"1166",0,"C3H7NO2S2"
"1167",-1,"C7H9O5"
"1168",-3,"C7H8O8P"
"1169",-1,"C7H7O5"
"1170",-1,"C16H15O7"
"1171",0,"C16H12O5"
"1172",-1,"C16H13O7"
"1173",-1,"C4H7N4O4"
"1174",0,"C3H7N3O3"
"1175",-1,"C4H5N4O3"
"1176",-2,"C15H21N3O15P2"
"1177",-1,"C5H9O6"
"1178",0,"C5H8O5"
"1179",0,"C4H10O4"
"1180",-1,"C4H10O7P"
"1181",0,"C4H8O4"
"1182",5,"C21H48N5O7"
"1183",-1,"C26H50N5O13PR"
"1184",-2,"C3H2O6S"
"1185",0,"C21H20O11"
"1186",0,"C6H12O5"
"1187",0,"C6H12O5"
"1188",0,"C6H12O5"
"1189",-2,"C5H9O8P"
"1190",0,"C15H12O5"
"1191",0,"C15H12O6"
"1192",0,"C15H12O6"
"1193",0,"C15H10O5"
"1194",0,"C13H10O4"
"1195",-3,"C28H37N7O18P3S"
"1196",-1,"C14H10NO3"
"1197",-1,"C6H11O7"
"1198",-1,"C6H9O7"
"1199",0,"C5H9NO3"
"1200",1,"C5H13N2O2"
"1201",0,"C16H34O"
"1202",0,"C16H30O"
"1203",-1,"C18H39NO5P"
"1204",1,"C2H8NS"
"1205",0,"C10H16O"
"1206",0,"C10H16O"
"1207",0,"C10H16O"
"1208",-1,"C6H11O4"
"1209",-1,"C6H9O4"
"1210",-1,"C9H16NO5"
"1211",0,"C19H30O2"
"1212",0,"C19H28O2"
"1213",-1,"C25H37O8"
"1214",0,"C11H12N2O2"
"1215",-1,"C13H13N2O3"
"1216",-2,"C14H12N2O5"
"1217",0,"C5H8O4"
"1218",-1,"C7H5O4"
"1219",-4,"C26H38N7O20P3S"
"1220",0,"N2O"
"1221",0,"C19H30O2"
"1222",0,"C19H28O3"
"1223",-1,"C25H35O8"
"1224",-3,"O9P3"
"1225",0,"C14H12O2"
"1226",0,"C9H8O"
"1227",0,"C3H7NO"
"1228",1,"C2H8N"
"1229",0,"C3H9NO"
"1230",1,"C8H19N4O2"
"1231",-1,"C8H7O4"
"1232",-1,"C8H7O3"
"1233",-2,"C8H6O6"
"1234",0,"C7H6O3"
"1235",-1,"C5H9O6"
"1236",0,"C3H6O2"
"1237",1,"C3H8NO"
"1238",1,"C8H12NO3"
"1239",0,"C8H8O4"
"1240",1,"C9H14NO3"
"1241",1,"C9H14NO3"
"1242",-4,"C29H38N7O17P3S"
"1243",-2,"C4H4O6"
"1244",-2,"C4H2O5"
"1245",0,"C10H20O"
"1246",0,"C7H8"
"1247",-1,"C10H10NO4"
"1248",-1,"C14H18NO4"
"1249",0,"C5H10O"
"1250",0,"C5H8O"
"1251",0,"C5H8O2"
"1252",0,"C10H12N4O4"
"1253",0,"C14H17NO6"
"1254",1,"C3H10N"
"1255",0,"C6H7NO"
"1256",0,"C5H13N2O6P"
"1257",-1,"C6H12NO3S"
"1258",0,"C5H11NO2"
"1259",0,"C2H6S"
"1260",1,"C3H9S"
"1261",0,"C5H10O2S"
"1262",-1,"C3H3O2"
"1263",-2,"C3H6N3O5P"
"1264",-1,"C13H15N2O4"
"1265",-1,"C20H29O5"
"1266",-1,"C20H33O5"
"1267",-1,"C20H29O4"
"1268",-1,"C6H12O8P"
"1269",0,"C6H12O5"
"1270",-1,"C5H13NO3P"
"1271",-1,"C14H25N4O10P2"
"1272",0,"C10H12O3"
"1273",0,"C16H22O8"
"1274",-2,"C10H15NO12PR"
"1275",-1,"C10H15NO9R"
"1276",-2,"C19H26N4O16PR"
"1277",-1,"C5H5O3"
"1278",-2,"C6H4O5"
"1279",-2,"C9H8O6"
"1280",-1,"C12H9O4"
"1281",0,"C27H46O"
"1282",0,"C27H46O"
"1283",0,"C8H10O"
"1284",0,"C8H8O"
"1285",-2,"C3H2O5S"
"1286",-2,"C15H8O13S2"
"1287",-2,"C15H8O13S2"
"1288",-1,"C6H7O7"
"1289",0,"C19H28O"
"1290",0,"C19H28O"
"1291",-1,"C3H6O5P"
"1292",-3,"C7H9NO8P"
"1293",-2,"C7H4O6"
"1294",0,"C6H8O6"
"1295",-4,"C25H36N7O17P3S"
"1296",-2,"C7H5NO5"
"1297",-1,"C7H4NO3"
"1298",-1,"C8H8NO3"
"1299",-2,"C14H6N2O6"
"1300",-1,"C8H5O4"
"1301",-1,"C8H7O4"
"1302",0,"C8H7NO2"
"1303",-2,"C16H23N5O15P2"
"1304",-1,"C10H8NO2"
"1305",0,"C10H11NO"
"1306",-1,"C20H31O5"
"1307",-1,"C8H7O4"
"1308",-3,"C29H39N7O18P3S"
"1309",-1,"C11H8NO4"
"1310",1,"C10H13N2O"
"1311",0,"C11H12N2O5"
"1312",0,"C8H7NO"
"1313",0,"C8H7NO2"
"1314",0,"C14H17NO7"
"1315",-1,"C6H8NO4"
"1316",0,"C6H10N2O3"
"1317",-1,"C5H9O6"
"1318",-1,"C5H5O5"
"1319",-3,"C10H12N4O15P3"
"1320",0,"C27H46O2"
"1321",0,"C3H6N2O2"
"1322",-1,"C9H15N2O5"
"1323",0,"C7H14N2O4"
"1324",-2,"C11H16N2O7"
"1325",-1,"C11H18N3O6S"
"1326",-2,"C16H24N4O10S2"
"1327",0,"C9H19NO7PR"
"1328",0,"C9H19NO7PR"
"1329",0,"C5H10O4"
"1330",-1,"C5H9O6PR"
"1331",0,"C5H9O3R"
"1332",-2,"C6H8O8"
"1333",-1,"C7H10NO5"
"1334",-2,"C6H4O5"
"1335",-2,"C4H4O4"
"1336",-2,"C16H22N2O15P2"
"1337",-2,"C18H27N3O15P2"
"1338",-1,"C16H26N3O14P2"
"1339",-2,"C16H22N2O15P2"
"1340",-2,"C16H24N2O15P2"
"1341",-2,"C16H24N2O15P2"
"1342",0,"C12H22O11"
"1343",1,"C6H14NO5"
"1344",0,"C6H8O5"
"1345",-3,"C23H33N4O20P2"
"1346",-4,"C28H39N5O23P2"
"1347",-3,"C34H52N7O24P2"
"1348",-3,"C34H52N7O24P2"
"1349",-4,"C35H51N7O26P2"
"1350",-1,"C24H39O5"
"1351",-1,"C24H37O5"
"1352",-1,"C24H37O5"
"1353",-3,"C45H71N7O20P3S"
"1354",-1,"C26H44NO7S"
"1355",0,"C2H7NO3S"
"1356",-1,"C24H39O5"
"1357",-1,"C24H37O4"
"1358",-1,"C20H29O5"
"1359",-1,"C20H29O4"
"1360",-4,"C20H22N8O23P4"
"1361",2,"H2Hg"
"1362",2,"Hg"
"1363",-1,"I"
"1364",0,"I2"
"1365",-1,"C18H35O3"
"1366",-1,"C18H33O2"
"1367",0,"C6H5N5O"
"1368",0,"C6H4N4O2"
"1369",-1,"C8H13O2S2"
"1370",-1,"C8H15O2S2"
"1371",0,"C7H8O2"
"1372",0,"C7H8O3"
"1373",0,"C8H15NO"
"1374",0,"C8H13NO"
"1375",0,"C21H30O5"
"1376",0,"C21H28O5"
"1377",0,"C23H32O6"
"1378",-1,"C21H29O8S"
"1379",0,"C21H32O5"
"1380",0,"C21H32O5"
"1381",0,"C6H12O6"
"1382",-1,"C6H12O9P"
"1383",1,"C6H15N2O2"
"1384",-2,"C3H6NO6P"
"1385",-1,"C2H2FO2"
"1386",1,"C45H76NO17"
"1387",1,"C46H78NO17"
"1388",1,"C44H74NO17"
"1389",1,"C5H10N"
"1390",0,"C10H14N2"
"1391",0,"C5H5N"
"1392",1,"C6H8N"
"1393",1,"C11H13N4"
"1394",-8,"C42H36FeN4O16"
"1395",-8,"C42H38N4O16"
"1396",4,"C10H30N4"
"1397",0,"C30H50"
"1398",0,"C30H50O"
"1399",0,"C30H52O"
"1400",0,"C8H10O3"
"1401",0,"C8H18O"
"1402",0,"C8H16O"
"1403",0,"C20H21NO4"
"1404",0,"C11H6O4"
"1405",0,"C12H8O4"
"1406",0,"C21H30O5"
"1407",0,"C21H30O5"
"1408",0,"C6H14O6"
"1409",0,"C6H12O6"
"1410",0,"C21H22O10"
"1411",0,"C15H12O2"
"1412",0,"C15H12O2"
"1413",-2,"C6H8O8"
"1414",-2,"C17H18O12"
"1415",0,"C15H14O5"
"1416",-1,"C9H9O3"
"1417",0,"C6H6O3"
"1418",-1,"C26H35O8"
"1419",0,"C10H10O4"
"1420",0,"C10H8O4"
"1421",0,"C10H8O3"
"1422",0,"C10H9NO2"
"1423",1,"C10H13N2O3"
"1424",1,"C11H15N2O"
"1425",0,"C12H14N2O2"
"1426",0,"C16H14O4"
"1427",0,"C16H14O5"
"1428",1,"C10H16NO3"
"1429",-2,"C14H23N3O15P2"
"1430",0,"C4H6N2O2"
"1431",0,"C6H11N3O3"
"1432",0,"C12H24O11"
"1433",0,"C6H12O6"
"1434",-2,"C6H11O9P"
"1435",0,"C6H14O6"
"1436",1,"C2H8N"
"1437",0,"C7H14N2O3"
"1438",0,"C15H10O5"
"1439",0,"C16H12O5"
"1440",0,"C21H20O10"
"1441",0,"C6H10O6"
"1442",-1,"C5H9O7PR"
"1443",-1,"C5H9O6PR"
"1444",0,"C5H9O4R"
"1445",-1,"C3H3N2O4"
"1446",-1,"C2H2NO3"
"1447",0,"C5H11NO"
"1448",-1,"C5H9O2"
"1449",0,"C3H2O"
"1450",0,"C7H6O2"
"1451",-1,"C9H7O4"
"1452",0,"C16H20N2O2"
"1453",0,"C10H18O"
"1454",0,"C10H16O"
"1455",0,"C10H18O"
"1456",0,"C10H16O"
"1457",0,"C4H10O2"
"1458",0,"C4H8O2"
"1459",-1,"C15H17O8"
"1460",0,"C8H8O"
"1461",0,"C16H14O5"
"1462",-2,"C5H6O5"
"1463",0,"C10H8"
"1464",0,"C10H10O2"
"1465",0,"C10H10O2"
"1466",-2,"C3H2O5"
"1467",-2,"C3O5"
"1468",-1,"C3H4NO4"
"1469",0,"C11H22N2O4S"
"1470",-2,"C11H21N2O7PS"
"1471",-1,"C12H21N2O6S"
"1472",0,"C9H11N5O3"
"1473",0,"C9H10N4O4"
"1474",0,"C9H13N5O3"
"1475",1,"C18H40NO2"
"1476",0,"C11H6O4"
"1477",0,"C12H8O4"
"1478",-3,"C16H21N2O17P2"
"1479",0,"C20H27NO11"
"1480",-1,"C5H3O3"
"1481",-3,"C26H35N7O18P3S"
"1482",-2,"C6H6O5"
"1483",-2,"C6H4O5"
"1484",-1,"C6H5O4"
"1485",-1,"C8H8NO4"
"1486",0,"C10H18O2"
"1487",0,"C10H16O2"
"1488",0,"C10H16O3"
"1489",-2,"C15H14O11"
"1490",0,"C63H88CoN14O14P"
"1491",0,"C16H12O4"
"1492",0,"C16H12O5"
"1493",-1,"C19H23O6"
"1494",-1,"C19H23O7"
"1495",-1,"C19H23O5"
"1496",-1,"C6H11N3O4P"
"1497",-1,"C18H35O3"
"1498",-1,"C18H33O3"
"1499",-1,"C18H35O3"
"1500",0,"C6H5NO3"
"1501",-1,"C6H4NO4"
"1502",-2,"C6H4NO6P"
"1503",-4,"C26H36N7O19P3S"
"1504",-2,"C25H41N8O17P3S"
"1505",-4,"C25H36N7O17P3S"
"1506",-1,"C6H9O6"
"1507",-2,"C7H10O5"
"1508",-3,"C26H41N7O17P3S"
"1509",0,"C21H36O"
"1510",0,"C21H34O"
"1511",-3,"C24H37N7O18P3S"
"1512",0,"C36H60O2"
"1513",-1,"C5H7O4"
"1514",0,"C6H13NO2"
"1515",-1,"C6H9O3"
"1516",0,"C9H10O"
"1517",-1,"C5H9N2O3"
"1518",5,"C19H44N5O7"
"1519",4,"C21H45N5O8"
"1520",-1,"C20H29O3"
"1521",-1,"C20H31O4"
"1522",-2,"C30H45N3O9S"
"1523",-1,"C5H9O7PR"
"1524",0,"C5H9O4R"
"1525",-1,"C16H20N3O8S"
"1526",-1,"C14H18N3O7S"
"1527",-2,"C16H16N2O9S"
"1528",0,"C11H12Cl2N2O5"
"1529",0,"C13H14Cl2N2O6"
"1530",0,"C7H9N5O2"
"1531",-2,"C7H9N5O8P2"
"1532",-2,"C6H6O4"
"1533",-2,"C6H8O5"
"1534",-2,"C6H6O4"
"1535",-1,"C23H23N4O9"
"1536",-1,"C23H23N4O9"
"1537",-1,"C5H10O8P"
"1538",0,"C3H8O2"
"1539",-1,"C6H9O5"
"1540",0,"C18H24O3"
"1541",0,"C18H24O3"
"1542",-1,"C24H31O8"
"1543",0,"C9H9NO2"
"1544",0,"C10H8N2"
"1545",0,"C16H19NO7"
"1546",0,"C16H21N3O3"
"1547",-1,"C10H8NO4"
"1548",-1,"C16H22N6O10P"
"1549",-1,"C3H5O3S"
"1550",0,"C18H12O6"
"1551",0,"C19H14O6"
"1552",0,"C17H10O6"
"1553",0,"C6H12O6"
"1554",0,"C6H10O6"
"1555",0,"C10H14O"
"1556",0,"C3H8O2"
"1557",0,"C15H14O6"
"1558",0,"C15H10O6"
"1559",0,"C13H16N2O2"
"1560",0,"C7H9N3O4"
"1561",-1,"C3H6NO5S2"
"1562",0,"C13H18N6O3"
"1563",0,"C26H21N3O2"
"1564",-1,"C26H20N3O5S"
"1565",0,"C6H12O6"
"1566",-2,"H2NO3P"
"1567",-1,"C6H12O9P"
"1568",-1,"C6H12O9P"
"1569",-2,"C11H19O15P2R"
"1570",0,"C6H10O3"
"1571",0,"C6H8O3"
"1572",0,"C6H12O5"
"1573",0,"C6H12O5"
"1574",-8,"C40H36N4O16"
"1575",-8,"C40H36N4O16"
"1576",0,"C8H16N2O4"
"1577",-4,"C26H40N7O17P3S"
"1578",-4,"C26H38N7O17P3S"
"1579",0,"C13H25NO2S2"
"1580",0,"C19H30O"
"1581",1,"C5H12N3O"
"1582",1,"C9H21N2O2"
"1583",-1,"C10H17N2O3"
"1584",-1,"C5H7N2O4"
"1585",-3,"C20H28N3O19P2"
"1586",-7,"C42H41N4O16"
"1587",-4,"C36H40N4O8"
"1588",0,"C30H50O"
"1589",0,"C30H50O"
"1590",0,"C10H14N2O"
"1591",1,"C10H15N2O2"
"1592",-1,"C4H4NO3"
"1593",0,"C9H9I2NO3"
"1594",-1,"C9H5I2O4"
"1595",0,"C15H11I4NO4"
"1596",-2,"C7H10O4"
"1597",-5,"C28H41N7O19P3S"
"1598",0,"C9H17NO3"
"1599",0,"C6H8O2"
"1600",-1,"C6H9O3"
"1601",-1,"C8H8NOS"
"1602",0,"C14H19NO6S"
"1603",-1,"C14H18NO9S2"
"1604",-2,"C6H11NO11S2"
"1605",-2,"C34H38N4O4"
"1606",-2,"C6H8NO4PS"
"1607",-2,"C6H9N3O7P2"
"1608",-1,"C4H7O3"
"1609",-2,"C5H6O5"
"1610",0,"C19H32O2"
"1611",0,"C19H30O2"
"1612",0,"C19H32O2"
"1613",0,"C22H28N2O5"
"1614",0,"C23H30N2O5"
"1615",0,"C25H32N2O6"
"1616",0,"C15H19N5O6S"
"1617",-2,"C6H11O9P"
"1618",-2,"C6H11O9P"
"1619",-2,"C6H7N2O5P"
"1620",0,"C6H6O3"
"1621",-2,"C10H7NO5"
"1622",-1,"C10H6NO5"
"1623",-2,"C10H5NO7"
"1624",-3,"C8H12O11P"
"1625",-3,"C5H9O13P3R"
"1626",-1,"C5H7O6PR"
"1627",0,"C10H14O"
"1628",0,"C15H26O"
"1629",0,"C15H24O"
"1630",0,"C15H26O"
"1631",-1,"C5H8NO5"
"1632",-1,"C15H9O3"
"1633",0,"C21H20O8"
"1634",-3,"C12H20N2O9PS"
"1635",3,"C6H20N3"
"1636",1,"C6H15N2O2"
"1637",-2,"C6H6O7"
"1638",0,"C6H10O2"
"1639",0,"C6H8O2"
"1640",0,"C6H12O2"
"1641",0,"C6H10O3"
"1642",1,"C7H16NO"
"1643",1,"C9H21N2O3"
"1644",-3,"C15H7O16S3"
"1645",-1,"C5H6NO3"
"1646",-1,"C5H6NO3"
"1647",0,"C5H9NO3"
"1648",-3,"C3H3O9P2"
"1649",0,"C8H8O3"
"1650",-2,"C8H6O6"
"1651",-1,"C9H9O4"
"1652",-2,"C7H4O6"
"1653",-2,"C7H4O6"
"1654",0,"C27H46O"
"1655",0,"C27H44O"
"1656",0,"C9H12N2O6"
"1657",-3,"C17H22N3O18P2"
"1658",-2,"C16H23N5O16P2"
"1659",-1,"C6H12O9P"
"1660",0,"C10H10O3"
"1661",-2,"C15H14O9"
"1662",0,"C21H32O3"
"1663",0,"C21H32O3"
"1664",0,"C21H30O4"
"1665",-2,"C6H12O12P2"
"1666",-1,"C6H10O8P"
"1667",-1,"C9H9O4"
"1668",-1,"C9H9O4"
"1669",-1,"C9H7O4"
"1670",0,"C8H11N"
"1671",0,"C8H11NO"
"1672",0,"C7H9N"
"1673",0,"C6H11NO3"
"1674",-2,"C17H24N3O15P"
"1675",-3,"C25H39N7O18P3S"
"1676",0,"C27H46O"
"1677",0,"C31H56NO13R"
"1678",-2,"C19H37O7P"
"1679",-1,"C19H36O7P"
"1680",1,"C8H12NO2"
"1681",1,"C9H14NO2"
"1682",-3,"C9H5O6"
"1683",0,"C8H8O2"
"1684",-1,"C9H9O3"
"1685",-1,"C9H9O4"
"1686",-6,"C6H12O24P6"
"1687",-5,"C6H12O21P5"
"1688",-5,"C6H12O21P5"
"1689",-1,"C9H9O5"
"1690",-1,"C18H15O8"
"1691",-1,"C12H21N4O11P2"
"1692",1,"C6H15N2O3"
"1693",0,"C6H15N2O6P"
"1694",1,"C12H25N2O8"
"1695",0,"C6H14NO8P"
"1696",-1,"C7H6NO3"
"1697",-3,"C30H42N6O16P"
"1698",-3,"C30H40N6O16P"
"1699",-5,"C35H39N4O16"
"1700",-4,"C34H40N4O15"
"1701",-3,"C31H42N6O17P"
"1702",-2,"C15H21N3O14P2"
"1703",-2,"C6H12O12P2"
"1704",-3,"C6H12O15P3"
"1705",2,"C21H44N7O15P"
"1706",1,"C21H44N7O18P2"
"1707",-2,"C16H23N5O15P2"
"1708",-2,"C16H23N5O15P2"
"1709",-1,"C18H29O3"
"1710",-1,"C18H27O3"
"1711",-1,"C18H27O3"
"1712",-1,"C19H27O5S"
"1713",0,"C19H28O3"
"1714",-1,"C6H12NO7PR"
"1715",0,"C24H42O21"
"1716",0,"C8H16N2O5"
"1717",-1,"C5H7O6PR"
"1718",-1,"C5H9O7PR"
"1719",-1,"C5H9O7PR"
"1720",-3,"C6H12O15P3"
"1721",-2,"C6H12O12P2"
"1722",-4,"C6H12O18P4"
"1723",-4,"C6H12O18P4"
"1724",-1,"C9H7I2O4"
"1725",0,"C8H19NO6PR"
"1726",0,"C10H21NO7PR"
"1727",-2,"C10H5NO3"
"1728",-3,"C7H5O6"
"1729",0,"C12H22N2O2"
"1730",1,"C9H21N2O2"
"1731",0,"C15H12O4"
"1732",0,"C15H12O5"
"1733",0,"C17H14O7"
"1734",0,"C18H16O7"
"1735",-2,"C6H9N2O6P"
